ID,English_Text,Khmer_Text
517,promoting increased bilateral trade to another level under the Cambodia-China Bilateral Free Trade Agreement,ចិន និងជំរុញការបង្កើនទំហំពាណិជ្ជកម្មទ្វេភាគីឱ្យកើនមួយកម្រិតបន្ថែមទៀត ក្រោមកិច្ចព្រមព្រៀងពាណិជ្ជកម្មសេរីទ្វេភាគីកម្ពុជា
518,"other cities in China, the Cambodian Private Commercial Center, the establishment of a Cambodia-China industrial park, business forums, trade meetings,",ពិព័រណ៍ពាណិជ្ជកម្មនៅទីក្រុងណាននីង និងទីក្រុងផ្សេងជាច្រើនទៀតនៃប្រទេសចិន មជ្ឈមណ្ឌលពាណិជ្ជកម្មឯកជនកម្ពុជានៅក្រៅប្រទេស ការបង្កើតសួនឧស្សាហកម្មកម្ពុជា
519,"China, as well as expand the relationship between Yueqing",ចិន ព្រមទាំងពង្រីកទំនាក់ទំនងរវាងទីក្រុងយៀកឈីង ជាមួយក្រសួងពាណិជ្ជកម្ម
520,"In this meeting, His Excellency informed that Cambodia",ក្នុងឱកាសនោះ ឯកឧត្តម បានលើកឡើងថា កម្ពុជា
521,"other cities in China, the Cambodian Private Commercial Center, the establishment of a Cambodia-China industrial park, business forums, trade meetings,",ចិន វេទិកាធុរកិច្ច កិច្ចជំនួបពាណិជ្ជកម្ម និងកិច្ចជំរុញពាណិជ្ជកម្មនានា
522,"investors operating in almost all sectors, including infrastructure, factories, industry, agriculture, tourism,",ឯកឧត្តម បានបន្ថែមថា កម្ពុជាមានធុរជន និងវិនិយោគិនចិនជាច្រើនកំពុងដំណើរការអាជីវកម្ម ស្ទើគ្រប់វិស័យលើហេដ្ឋារចនាសម្ព័ន្ធ រោងចក្រ ឧស្សាហកម្ម កសិកម្ម ទេសចរណ៍ និងសេវាកម្ម
523,(Phnom Penh),(ភ្នំពេញ)
524,"On the morning of Friday, 12 July 2024, at the Ministry of Commerce, Her Excellency TOR Pila, Secretary of State of Commerce, chaired a meeting on ""Selling Processed Cashew Nuts to Supermarkets",នាព្រឹកថ្ងៃសុក្រ ទី១២ ខែកក្កដា ឆ្នាំ២០២៤ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម លោកជំទាវ តោ ពិឡា រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញដឹកនាំកិច្ចប្រជុំស្តីពី “ការដាក់លក់ស្វាយចន្ទី ដែលកែច្នៃរួចចូលទៅកាន់ផ្សារទំនើប និងម៉ាតនានា” ដើម្បីផ្តល់ឱកាសជូនសហគ្រាស និងក្រុមហ៊ុនផលិតគ្រាប់ស្វាយចន្ទីកម្ពុជា បានជួបផ្ទាល់ជាមួយរដ្ឋលេខាធិការដ្ឋានអាកាសចរណ៍ស៊ីវិល ជាពិសេសផ្សារទំនើប និងម៉ាត ដូចជា
525,"These meetings were held under the Lao PDR's ASEAN Chairmanship 2024 to monitor the work's progress, discuss,",កិច្ចប្រជុំពិគ្រោះយោបល់ខាងលើនេះត្រូវបានរៀបចំឡើងក្រោមភាពជាប្រធានអាស៊ានរបស់ប្រទេសឡាវឆ្នាំ២០២៤ ក្នុងគោលបំណងពិនិត្យតាមដានវឌ្ឍនភាពការងារ ក៏ដូចជាពិភាក្សា និងផ្តល់អនុសាសន៍ណែនាំលើរបៀបវារៈសំខាន់ៗនៃសមាហរណកម្មសេដ្ឋកិច្ចអាស៊ានជាមួយប្រទេសដៃគូសន្ទនាអាស៊ាន រួមមាន
526,"From 12 to 14 July 2024 in Vientiane, Lao PDR, His Excellency LONG Kemvichet, Director General of International Trade",១៤ ខែកក្កដា ឆ្នាំ២០២៤ នៅរដ្ឋធានីវៀងច័ន្ទន៍ ប្រទេសឡាវ ឯកឧត្តម ឡុង កែមវិចិត្រ អគ្គនាយកនៃអគ្គនាយកដ្ឋាពាណិជ្ជកម្មអន្តរជាតិ និងជាឧត្តមមន្រ្តីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់ឧត្តមមន្រ្តីសេដ្ឋកិច្ចអាស៊ានជាមួយប្រទេសដៃគូសន្ទនាអាស៊ាន រួមមាន
527,"(Vientiane, Lao PDR)",ឡាវ)
528,(Phnom Penh),(ភ្នំពេញ)
529,"On the morning of Monday, 15 July  2024, at the Himawari Hotel, Her Excellency SOMETH Somnea, Undersecretary of State of Commerce, will join a Policy Dialogue on the Economic",នាព្រឹកថ្ងៃចន្ទ ទី១៥ ខែកក្កដា ឆ្នាំ២០២៤ នៅសណ្ឋាគារហ៊ីម៉ាវ៉ារី លោកជំទាវ សុមេធ សុមនា អនុរដ្ឋលេខាធិការ នៃក្រសួងពាណិជ្ជកម្ម បានចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់គោលនយោបាយ លើរបាយការណ៍ សេដ្ឋកិច្ច និងសង្គម នៅក្នុងតំបន់អាស៊ី និងប៉ាស៊ីហ្វិក ឆ្នំា២០២៤ ក្រោមអធិបតីភាព ឯកឧត្តមទេសរដ្ឋមន្ត្រី លី ធុជ ប្រធានគណៈកម្មាធិការជាតិអេស្កាប់ ក្រោមប្រធានបទ “Boosting affordable and longer
530,"Longer-Term Financing for Governments,” which has been prepared by UN-ESCAP",term financing for government” ដោយរបាយការណ៍នេះរៀបចំដោយ UN
531,(Phnom Penh),(ភ្នំពេញ)
532,"In this meeting, His Excellency the Secretary of State shared the Ministry's progress on SETFO, as well as the Ministry's commitment to completing this work on time to effectively facilitate the development of the financial sector in Cambodia, promote banking operations,",ក្នុងកិច្ចប្រជុំនេះដែរ ឯកឧត្តមរដ្ឋលេខាធិការ បានចែករំលែកពីវឌ្ឍនភាពការងារប្រព័ន្ធ SETFO របស់ក្រសួងពាណិជ្ជកម្ម និងការប្ដេជ្ញាចិត្តរបស់ក្រសួងក្នុងការជម្រុញការងារនេះឱ្យបានទាន់ពេលវេលា ដើម្បីសម្រួលដល់ការអភិវឌ្ឍវិស័យហិរញ្ញវត្ថុនៅកម្ពុជា ជំរុញប្រតិបត្តិការធនាគារ និងការផ្ដល់ហិរញ្ញប្បទានគ្រប់ប្រភេទប្រកបដោយប្រសិទ្ធភាព
533,"On the afternoon of Monday, 22 July  2024, at the Ministry of Commerce, His Excellency BUON Sarakmony, Secretary of State of Commerce, chaired a meeting with representatives from the International Finance Corporation (IFC)",នារសៀលថ្ងៃចន្ទ ទី២២ ខែកក្កដា ឆ្នាំ២០២៤ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម បួន សារៈមុនី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានដឹកនាំកិច្ចប្រជុំ ជាមួយតំណាងសាជីវកម្មហិរញ្ញវត្ថុអន្តរជាតិ (IFC) និងតំណាងក្រុមហ៊ុនក្រេឌីត ប្យួរ៉ូ ខេមបូឌា (CBC) ដើម្បីពិនិត្យ និងពិភាក្សាលើការគាំទ្ររបស់ IFC លើប្រព័ន្ធតម្កល់លិខិតជូនដំណឹងនៃប្រតិបត្តិការដែលមានកិច្ចធានា (SETFO)
